,date,hour_min_count,min_count,hour_max_count,max_count,hour_min_price,min_price,hour_max_price,max_price,uid,price,timestamp,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,count,time_zone,dow,hour,week,month,date_hour
27,2009-01-01,6,0,12,13,6,0.0,14,86.35,375453,4.9,2009-01-01 14:21:47,-73.942654,40.790552000000005,-73.950473,40.777078,1,UTC,Thu,14,1,1,2009-01-01-14
28,2009-01-01,6,0,12,13,6,0.0,14,86.35,93973,32.65,2009-01-01 14:29:00,-73.872978,40.774098,-73.982055,40.762908,3,UTC,Thu,14,1,1,2009-01-01-14
29,2009-01-01,6,0,12,13,6,0.0,14,86.35,28318788,18.9,2009-01-01 14:30:00,-73.97453,40.747325,-73.87090500000001,40.774162,1,UTC,Thu,14,1,1,2009-01-01-14
30,2009-01-01,6,0,12,13,6,0.0,14,86.35,42007316,9.3,2009-01-01 14:31:47,-73.998807,40.713696,-73.99358000000001,40.752576,1,UTC,Thu,14,1,1,2009-01-01-14
31,2009-01-01,6,0,12,13,6,0.0,14,86.35,53881434,10.5,2009-01-01 14:57:34,-73.982289,40.728701,-74.00428000000001,40.710264,1,UTC,Thu,14,1,1,2009-01-01-14
32,2009-01-01,6,0,12,13,6,0.0,14,86.35,26428227,4.1,2009-01-01 15:12:00,-73.97789499999999,40.787628000000005,-73.97789499999999,40.787628000000005,3,UTC,Thu,15,1,1,2009-01-01-15
33,2009-01-01,6,0,12,13,6,0.0,14,86.35,54696532,7.7,2009-01-01 15:13:51,-73.986937,40.756585,-73.994463,40.733073,1,UTC,Thu,15,1,1,2009-01-01-15
34,2009-01-01,6,0,12,13,6,0.0,14,86.35,31142438,10.9,2009-01-01 15:40:00,-73.95300300000001,40.768202,-73.981765,40.731067,2,UTC,Thu,15,1,1,2009-01-01-15
35,2009-01-01,6,0,12,13,6,0.0,14,86.35,9494962,4.5,2009-01-01 16:16:00,-73.979602,40.743568,-73.991972,40.748805,5,UTC,Thu,16,1,1,2009-01-01-16
36,2009-01-01,6,0,12,13,6,0.0,14,86.35,37256658,4.9,2009-01-01 16:17:11,-73.988906,40.736729,-73.981043,40.74709,1,UTC,Thu,16,1,1,2009-01-01-16
37,2009-01-01,6,0,12,13,6,0.0,14,86.35,11486238,6.9,2009-01-01 16:23:51,-73.99764,40.755503,-73.99764,40.755503,1,UTC,Thu,16,1,1,2009-01-01-16
38,2009-01-01,6,0,12,13,6,0.0,14,86.35,50659485,6.5,2009-01-01 16:31:29,-73.992201,40.737711,-73.981411,40.755313,1,UTC,Thu,16,1,1,2009-01-01-16
39,2009-01-01,6,0,12,13,6,0.0,14,86.35,46298071,6.9,2009-01-01 16:37:00,-73.97788800000001,40.75811,-73.963233,40.774273,1,UTC,Thu,16,1,1,2009-01-01-16
40,2009-01-01,6,0,12,13,6,0.0,14,86.35,49926860,12.5,2009-01-01 16:37:35,0.0,0.0,0.0,0.0,3,UTC,Thu,16,1,1,2009-01-01-16
41,2009-01-01,6,0,12,13,6,0.0,14,86.35,16378811,8.5,2009-01-01 17:19:56,-73.9726,40.749377,-73.98139300000001,40.721997,1,UTC,Thu,17,1,1,2009-01-01-17
42,2009-01-01,6,0,12,13,6,0.0,14,86.35,3587367,17.3,2009-01-01 17:25:00,-73.97885,40.76185,-74.007757,40.705293,1,UTC,Thu,17,1,1,2009-01-01-17
43,2009-01-01,6,0,12,13,6,0.0,14,86.35,54848157,10.1,2009-01-01 17:52:00,-73.98249200000001,40.757212,-73.99736999999999,40.71937,3,UTC,Thu,17,1,1,2009-01-01-17
44,2009-01-01,6,0,12,13,6,0.0,14,86.35,9897084,6.5,2009-01-01 17:52:00,-73.97346999999999,40.762948,-73.989285,40.759858,1,UTC,Thu,17,1,1,2009-01-01-17
45,2009-01-01,6,0,12,13,6,0.0,14,86.35,1714664,6.5,2009-01-01 18:15:36,-73.986143,40.758396000000005,-73.987727,40.739858,2,UTC,Thu,18,1,1,2009-01-01-18
46,2009-01-01,6,0,12,13,6,0.0,14,86.35,18838843,4.5,2009-01-01 18:29:30,-74.005339,40.745106,-74.005339,40.745106,1,UTC,Thu,18,1,1,2009-01-01-18
47,2009-01-01,6,0,12,13,6,0.0,14,86.35,12975795,17.7,2009-01-01 18:55:30,-74.004469,40.707857,-73.98740500000001,40.768544,3,UTC,Thu,18,1,1,2009-01-01-18
48,2009-01-01,6,0,12,13,6,0.0,14,86.35,2388476,5.7,2009-01-01 19:02:00,-73.997875,40.724217,-73.994793,40.713878,2,UTC,Thu,19,1,1,2009-01-01-19
49,2009-01-01,6,0,12,13,6,0.0,14,86.35,32176819,7.7,2009-01-01 19:24:52,-73.962266,40.779096,-73.975849,40.752208,2,UTC,Thu,19,1,1,2009-01-01-19
50,2009-01-01,6,0,12,13,6,0.0,14,86.35,48772228,7.7,2009-01-01 19:32:00,-73.968802,40.75411,-73.97957199999999,40.76341,2,UTC,Thu,19,1,1,2009-01-01-19
51,2009-01-01,6,0,12,13,6,0.0,14,86.35,45431676,5.3,2009-01-01 19:39:00,-73.998573,40.745217,-73.983373,40.744223,3,UTC,Thu,19,1,1,2009-01-01-19
52,2009-01-01,6,0,12,13,6,0.0,14,86.35,31255459,7.3,2009-01-01 19:43:29,-73.986875,40.777406,-73.95907199999999,40.769105,1,UTC,Thu,19,1,1,2009-01-01-19
53,2009-01-01,6,0,12,13,6,0.0,14,86.35,10813978,7.8,2009-01-01 20:00:13,-73.980338,40.766303,-73.975158,40.745811,2,UTC,Thu,20,1,1,2009-01-01-20
54,2009-01-01,6,0,12,13,6,0.0,14,86.35,27228874,6.1,2009-01-01 20:30:00,-73.972263,40.745722,-73.955455,40.76876,1,UTC,Thu,20,1,1,2009-01-01-20
55,2009-01-01,6,0,12,13,6,0.0,14,86.35,12333868,6.1,2009-01-01 20:37:55,-73.967279,40.763312,-73.980449,40.742468,1,UTC,Thu,20,1,1,2009-01-01-20
56,2009-01-01,6,0,12,13,6,0.0,14,86.35,3655020,5.3,2009-01-01 20:54:00,-73.99127,40.749928,-73.98159,40.747253,3,UTC,Thu,20,1,1,2009-01-01-20
57,2009-01-01,6,0,12,13,6,0.0,14,86.35,47834342,13.0,2009-01-01 21:15:39,-73.98982,40.756642,-73.977597,40.721436,3,UTC,Thu,21,1,1,2009-01-01-21
58,2009-01-01,6,0,12,13,6,0.0,14,86.35,30469142,6.9,2009-01-01 21:22:00,-73.970855,40.756282,-73.99034,40.74836,3,UTC,Thu,21,1,1,2009-01-01-21
59,2009-01-01,6,0,12,13,6,0.0,14,86.35,53466717,14.1,2009-01-01 21:51:00,-73.956715,40.767663,-74.00291700000001,40.733507,1,UTC,Thu,21,1,1,2009-01-01-21
60,2009-01-01,6,0,12,13,6,0.0,14,86.35,13959396,5.8,2009-01-01 21:51:45,-73.975104,40.790126,-73.966697,40.803978,2,UTC,Thu,21,1,1,2009-01-01-21
61,2009-01-01,6,0,12,13,6,0.0,14,86.35,11751645,5.7,2009-01-01 23:02:00,-74.005077,40.72065,-73.986923,40.715958,2,UTC,Thu,23,1,1,2009-01-01-23
62,2009-01-01,6,0,12,13,6,0.0,14,86.35,18900833,13.7,2009-01-01 23:45:00,-73.982683,40.723062,-73.93611,40.75439,3,UTC,Thu,23,1,1,2009-01-01-23
63,2009-01-02,0,0,23,14,0,0.0,18,82.1,14275090,5.8,2009-01-02 01:30:25,-73.982709,40.731486,-73.992269,40.72138,1,UTC,Fri,1,1,1,2009-01-02-01
64,2009-01-02,0,0,23,14,0,0.0,18,82.1,21625338,15.4,2009-01-02 01:41:38,-73.989408,40.719405,-73.94805600000001,40.787108,1,UTC,Fri,1,1,1,2009-01-02-01
65,2009-01-02,0,0,23,14,0,0.0,18,82.1,16703850,11.0,2009-01-02 02:16:47,-73.95711899999999,40.769846,-73.938419,40.764929,1,UTC,Fri,2,1,1,2009-01-02-02
66,2009-01-02,0,0,23,14,0,0.0,18,82.1,31537124,49.15,2009-01-02 06:13:38,-73.781645,40.644805,-73.980641,40.787586,2,UTC,Fri,6,1,1,2009-01-02-06
67,2009-01-02,0,0,23,14,0,0.0,18,82.1,18809685,6.1,2009-01-02 06:44:31,-73.99354,40.756915,-73.987099,40.739454,1,UTC,Fri,6,1,1,2009-01-02-06
68,2009-01-02,0,0,23,14,0,0.0,18,82.1,43863326,4.5,2009-01-02 06:59:56,-73.977152,40.747133000000005,-73.985496,40.741539,1,UTC,Fri,6,1,1,2009-01-02-06
69,2009-01-02,0,0,23,14,0,0.0,18,82.1,30562954,9.3,2009-01-02 07:21:00,-73.983085,40.729027,-74.006095,40.707702000000005,1,UTC,Fri,7,1,1,2009-01-02-07
70,2009-01-02,0,0,23,14,0,0.0,18,82.1,28442656,10.1,2009-01-02 07:21:39,-73.96148199999999,40.764459,-73.991651,40.74969,1,UTC,Fri,7,1,1,2009-01-02-07
71,2009-01-02,0,0,23,14,0,0.0,18,82.1,26188451,6.1,2009-01-02 07:42:00,-73.98167,40.76626,-73.99682,40.744107,1,UTC,Fri,7,1,1,2009-01-02-07
72,2009-01-02,0,0,23,14,0,0.0,18,82.1,50129115,16.1,2009-01-02 08:10:00,0.0,0.0,0.0,0.0,1,UTC,Fri,8,1,1,2009-01-02-08
73,2009-01-02,0,0,23,14,0,0.0,18,82.1,30127562,26.1,2009-01-02 09:11:19,-73.978024,40.765521,-73.872502,40.774423,1,UTC,Fri,9,1,1,2009-01-02-09
74,2009-01-02,0,0,23,14,0,0.0,18,82.1,35105832,4.9,2009-01-02 09:15:00,-73.972077,40.794502,-73.97834,40.783228,1,UTC,Fri,9,1,1,2009-01-02-09
75,2009-01-02,0,0,23,14,0,0.0,18,82.1,37579593,14.1,2009-01-02 10:52:00,-73.992347,40.759503,-73.99786800000001,40.716843,1,UTC,Fri,10,1,1,2009-01-02-10
76,2009-01-02,0,0,23,14,0,0.0,18,82.1,2698491,8.1,2009-01-02 11:00:26,-73.96029,40.761985,-73.984832,40.748782,1,UTC,Fri,11,1,1,2009-01-02-11
77,2009-01-02,0,0,23,14,0,0.0,18,82.1,34067868,8.5,2009-01-02 11:09:00,-73.98561,40.757013,-73.965615,40.771768,6,UTC,Fri,11,1,1,2009-01-02-11
78,2009-01-02,0,0,23,14,0,0.0,18,82.1,36238283,8.1,2009-01-02 11:10:47,-73.980122,40.748762,-74.002421,40.724107,1,UTC,Fri,11,1,1,2009-01-02-11
79,2009-01-02,0,0,23,14,0,0.0,18,82.1,51338211,49.15,2009-01-02 11:12:38,-73.984489,40.768624,-73.789979,40.643399,2,UTC,Fri,11,1,1,2009-01-02-11
80,2009-01-02,0,0,23,14,0,0.0,18,82.1,22013944,3.7,2009-01-02 11:25:36,-73.980992,40.756833,-73.97724699999999,40.755974,2,UTC,Fri,11,1,1,2009-01-02-11
81,2009-01-02,0,0,23,14,0,0.0,18,82.1,2260332,25.7,2009-01-02 12:12:00,-73.986148,40.75499,-73.932242,40.850897,1,UTC,Fri,12,1,1,2009-01-02-12
82,2009-01-02,0,0,23,14,0,0.0,18,82.1,31919434,29.05,2009-01-02 12:21:14,-73.972822,40.782546,-73.872803,40.77446,1,UTC,Fri,12,1,1,2009-01-02-12
83,2009-01-02,0,0,23,14,0,0.0,18,82.1,14277932,14.9,2009-01-02 12:26:28,-73.94985600000001,40.776137,-73.94095899999999,40.752717,1,UTC,Fri,12,1,1,2009-01-02-12
84,2009-01-02,0,0,23,14,0,0.0,18,82.1,1029808,2.5,2009-01-02 12:26:51,-73.99428499999999,40.75421,-73.993981,40.754157,1,UTC,Fri,12,1,1,2009-01-02-12
85,2009-01-02,0,0,23,14,0,0.0,18,82.1,18220525,5.7,2009-01-02 13:04:24,-73.96209300000001,40.776096,-73.965349,40.766236,1,UTC,Fri,13,1,1,2009-01-02-13
86,2009-01-02,0,0,23,14,0,0.0,18,82.1,30021992,8.5,2009-01-02 13:09:00,-74.00418499999999,40.721727,-73.992858,40.743722,1,UTC,Fri,13,1,1,2009-01-02-13
87,2009-01-02,0,0,23,14,0,0.0,18,82.1,7556564,3.3,2009-01-02 13:39:35,-73.911808,40.760916,-73.911808,40.760916,1,UTC,Fri,13,1,1,2009-01-02-13
88,2009-01-02,0,0,23,14,0,0.0,18,82.1,46360685,9.3,2009-01-02 13:41:00,-73.98607700000001,40.722462,-74.000877,40.718823,1,UTC,Fri,13,1,1,2009-01-02-13
89,2009-01-02,0,0,23,14,0,0.0,18,82.1,519805,2.9,2009-01-02 13:52:32,-73.991589,40.757961,-73.99490300000001,40.759486,1,UTC,Fri,13,1,1,2009-01-02-13
90,2009-01-02,0,0,23,14,0,0.0,18,82.1,1560554,5.7,2009-01-02 14:53:00,-73.98745799999999,40.73908,-73.97693199999999,40.729052,5,UTC,Fri,14,1,1,2009-01-02-14
91,2009-01-02,0,0,23,14,0,0.0,18,82.1,1705898,13.3,2009-01-02 15:00:00,-73.994253,40.751272,-73.96300000000001,40.778148,3,UTC,Fri,15,1,1,2009-01-02-15
92,2009-01-02,0,0,23,14,0,0.0,18,82.1,23452706,9.7,2009-01-02 15:03:00,-73.974503,40.764647,-73.992213,40.733207,5,UTC,Fri,15,1,1,2009-01-02-15
93,2009-01-02,0,0,23,14,0,0.0,18,82.1,51240375,3.7,2009-01-02 15:52:00,-73.978685,40.745115000000006,-73.984037,40.739962,1,UTC,Fri,15,1,1,2009-01-02-15
94,2009-01-02,0,0,23,14,0,0.0,18,82.1,17099028,16.1,2009-01-02 16:28:00,-73.977673,40.779085,-73.99629,40.737108,2,UTC,Fri,16,1,1,2009-01-02-16
95,2009-01-02,0,0,23,14,0,0.0,18,82.1,13639500,7.7,2009-01-02 17:01:15,-73.997766,40.720584,-73.975593,40.724153,1,UTC,Fri,17,1,1,2009-01-02-17
96,2009-01-02,0,0,23,14,0,0.0,18,82.1,37038866,8.5,2009-01-02 17:24:31,-73.974977,40.755652000000005,-73.998832,40.744656,1,UTC,Fri,17,1,1,2009-01-02-17
97,2009-01-02,0,0,23,14,0,0.0,18,82.1,43496810,9.3,2009-01-02 17:25:00,-73.98228,40.775347,-73.96006,40.758475,5,UTC,Fri,17,1,1,2009-01-02-17
98,2009-01-02,0,0,23,14,0,0.0,18,82.1,15152466,6.7,2009-01-02 17:48:10,-73.97371,40.750368,-73.98763000000001,40.751872,2,UTC,Fri,17,1,1,2009-01-02-17
99,2009-01-02,0,0,23,14,0,0.0,18,82.1,887032,4.1,2009-01-02 18:23:00,-73.9916,40.738503,-73.982545,40.734575,4,UTC,Fri,18,1,1,2009-01-02-18
100,2009-01-02,0,0,23,14,0,0.0,18,82.1,42214827,65.1,2009-01-02 18:40:00,-73.988895,40.753453,-74.166292,40.712648,1,UTC,Fri,18,1,1,2009-01-02-18
101,2009-01-02,0,0,23,14,0,0.0,18,82.1,6500364,12.9,2009-01-02 18:56:00,-73.963402,40.76351,-73.992273,40.749155,1,UTC,Fri,18,1,1,2009-01-02-18
102,2009-01-02,0,0,23,14,0,0.0,18,82.1,28744369,7.9,2009-01-02 19:07:24,-73.954788,40.778008,-73.967481,40.793143,2,UTC,Fri,19,1,1,2009-01-02-19
103,2009-01-02,0,0,23,14,0,0.0,18,82.1,18967370,5.5,2009-01-02 19:24:46,-73.98589,40.732787,-73.992068,40.737845,1,UTC,Fri,19,1,1,2009-01-02-19
104,2009-01-02,0,0,23,14,0,0.0,18,82.1,35078059,3.7,2009-01-02 19:26:55,-73.137393,41.366138,-73.137393,41.366138,2,UTC,Fri,19,1,1,2009-01-02-19
105,2009-01-02,0,0,23,14,0,0.0,18,82.1,9675140,16.1,2009-01-02 19:42:00,-74.01437800000001,40.704623,-73.975157,40.756735,1,UTC,Fri,19,1,1,2009-01-02-19
106,2009-01-02,0,0,23,14,0,0.0,18,82.1,16838557,15.3,2009-01-02 19:48:00,-73.990085,40.73835,-73.996933,40.68492,2,UTC,Fri,19,1,1,2009-01-02-19
107,2009-01-02,0,0,23,14,0,0.0,18,82.1,51071321,9.3,2009-01-02 20:35:00,-73.978652,40.728678,-74.010207,40.716697,2,UTC,Fri,20,1,1,2009-01-02-20
108,2009-01-02,0,0,23,14,0,0.0,18,82.1,47503886,45.0,2009-01-02 20:44:41,-73.77674,40.645381,-73.989201,40.773589,3,UTC,Fri,20,1,1,2009-01-02-20
109,2009-01-02,0,0,23,14,0,0.0,18,82.1,54878195,10.2,2009-01-02 20:53:06,-73.973338,40.743926,-73.991672,40.726644,2,UTC,Fri,20,1,1,2009-01-02-20
110,2009-01-02,0,0,23,14,0,0.0,18,82.1,15350670,4.1,2009-01-02 20:59:00,-73.978398,40.787865,-73.97118,40.792938,1,UTC,Fri,20,1,1,2009-01-02-20
111,2009-01-02,0,0,23,14,0,0.0,18,82.1,10945968,6.1,2009-01-02 21:16:00,-73.981475,40.728915,-73.996775,40.725473,1,UTC,Fri,21,1,1,2009-01-02-21
112,2009-01-02,0,0,23,14,0,0.0,18,82.1,10222682,4.1,2009-01-02 21:24:00,-73.98527800000001,40.744593,-73.980223,40.744378000000005,5,UTC,Fri,21,1,1,2009-01-02-21
113,2009-01-02,0,0,23,14,0,0.0,18,82.1,43909828,10.1,2009-01-02 21:44:00,-73.972635,40.749397,-73.987525,40.720037,2,UTC,Fri,21,1,1,2009-01-02-21
114,2009-01-02,0,0,23,14,0,0.0,18,82.1,18709544,8.1,2009-01-02 22:32:00,-73.981539,40.760298,-73.996439,40.731974,2,UTC,Fri,22,1,1,2009-01-02-22
115,2009-01-02,0,0,23,14,0,0.0,18,82.1,45386330,13.3,2009-01-02 22:37:00,-73.979465,40.749638,-73.921337,40.76851,1,UTC,Fri,22,1,1,2009-01-02-22
116,2009-01-02,0,0,23,14,0,0.0,18,82.1,35410453,6.5,2009-01-02 22:47:00,-73.977092,40.757463,-73.988523,40.736905,1,UTC,Fri,22,1,1,2009-01-02-22
117,2009-01-02,0,0,23,14,0,0.0,18,82.1,44697271,9.7,2009-01-02 22:52:00,-73.981165,40.774217,-73.950182,40.778133,5,UTC,Fri,22,1,1,2009-01-02-22
118,2009-01-02,0,0,23,14,0,0.0,18,82.1,35091050,10.1,2009-01-02 23:08:00,-74.005455,40.740825,-73.977498,40.756527,4,UTC,Fri,23,1,1,2009-01-02-23
119,2009-01-02,0,0,23,14,0,0.0,18,82.1,49958585,9.4,2009-01-02 23:15:39,-74.000778,40.729642,-73.986,40.755897,4,UTC,Fri,23,1,1,2009-01-02-23
120,2009-01-02,0,0,23,14,0,0.0,18,82.1,5477239,12.2,2009-01-02 23:38:22,-73.993768,40.721181,-73.965896,40.683399,2,UTC,Fri,23,1,1,2009-01-02-23
121,2009-01-02,0,0,23,14,0,0.0,18,82.1,44094666,5.8,2009-01-02 23:45:51,-73.990963,40.761082,-73.977941,40.754519,2,UTC,Fri,23,1,1,2009-01-02-23
122,2009-01-02,0,0,23,14,0,0.0,18,82.1,19473218,6.2,2009-01-02 23:56:11,-74.00422900000001,40.751729,-73.99675,40.7445,2,UTC,Fri,23,1,1,2009-01-02-23
123,2009-01-03,6,0,0,19,6,0.0,22,109.75,19432743,13.3,2009-01-03 00:06:00,-73.972403,40.751645,-73.96556,40.792982,2,UTC,Sat,0,1,1,2009-01-03-00
124,2009-01-03,6,0,0,19,6,0.0,22,109.75,45613368,10.2,2009-01-03 00:07:36,-73.98966999999999,40.760591,-74.001038,40.729128,1,UTC,Sat,0,1,1,2009-01-03-00
125,2009-01-03,6,0,0,19,6,0.0,22,109.75,55379289,13.3,2009-01-03 00:20:49,-74.007502,40.715543,-73.98912,40.730019,1,UTC,Sat,0,1,1,2009-01-03-00
126,2009-01-03,6,0,0,19,6,0.0,22,109.75,44939667,5.7,2009-01-03 00:31:00,-73.97896999999999,40.736855,-73.993172,40.739923,3,UTC,Sat,0,1,1,2009-01-03-00
127,2009-01-03,6,0,0,19,6,0.0,22,109.75,23096677,6.6,2009-01-03 00:31:06,-73.994078,40.751688,-73.973878,40.743849,1,UTC,Sat,0,1,1,2009-01-03-00
128,2009-01-03,6,0,0,19,6,0.0,22,109.75,32816963,5.3,2009-01-03 00:40:00,-73.997313,40.736812,-73.98934799999999,40.731623,5,UTC,Sat,0,1,1,2009-01-03-00
129,2009-01-03,6,0,0,19,6,0.0,22,109.75,8636442,11.4,2009-01-03 00:44:49,-73.970535,40.763935,-73.96465,40.794974,1,UTC,Sat,0,1,1,2009-01-03-00
130,2009-01-03,6,0,0,19,6,0.0,22,109.75,17890115,11.8,2009-01-03 00:48:24,-73.984241,40.695805,-73.991761,40.744243,3,UTC,Sat,0,1,1,2009-01-03-00
131,2009-01-03,6,0,0,19,6,0.0,22,109.75,55376177,14.6,2009-01-03 00:51:01,-73.92268299999999,40.813401,-73.923197,40.813703,2,UTC,Sat,0,1,1,2009-01-03-00
132,2009-01-03,6,0,0,19,6,0.0,22,109.75,22076400,27.450000000000006,2009-01-03 01:25:00,-73.97409499999999,40.756132,-73.82984499999999,40.728112,5,UTC,Sat,1,1,1,2009-01-03-01
133,2009-01-03,6,0,0,19,6,0.0,22,109.75,36281898,13.3,2009-01-03 01:47:00,-73.985917,40.727895,-73.977367,40.781023,1,UTC,Sat,1,1,1,2009-01-03-01
134,2009-01-03,6,0,0,19,6,0.0,22,109.75,6929866,10.9,2009-01-03 01:50:00,-73.997135,40.720608,-73.98091,40.763862,2,UTC,Sat,1,1,1,2009-01-03-01
135,2009-01-03,6,0,0,19,6,0.0,22,109.75,18786663,5.7,2009-01-03 01:51:00,-73.987675,40.71989,-73.980717,40.729753,3,UTC,Sat,1,1,1,2009-01-03-01
136,2009-01-03,6,0,0,19,6,0.0,22,109.75,26619361,9.4,2009-01-03 02:06:01,-74.00561400000001,40.740998,-73.973598,40.748127,1,UTC,Sat,2,1,1,2009-01-03-02
137,2009-01-03,6,0,0,19,6,0.0,22,109.75,8803632,9.3,2009-01-03 02:14:00,-73.994807,40.744487,-74.00879300000001,40.709615,2,UTC,Sat,2,1,1,2009-01-03-02
138,2009-01-03,6,0,0,19,6,0.0,22,109.75,35652225,6.2,2009-01-03 02:57:49,-73.972739,40.750431,-73.961354,40.764803,2,UTC,Sat,2,1,1,2009-01-03-02
